1,-1,433.00,19.00,136.00,176.00,1.00000,-1,-1,-1
2,-1,442.00,17.00,130.00,161.00,1.00000,-1,-1,-1
3,-1,451.00,16.00,126.00,147.00,1.00000,-1,-1,-1
4,-1,460.00,15.00,120.00,133.00,1.00000,-1,-1,-1
5,-1,469.00,14.00,116.00,119.00,1.00000,-1,-1,-1
6,-1,479.00,12.00,111.00,105.00,1.00000,-1,-1,-1
7,-1,488.00,11.00,106.00,91.00,1.00000,-1,-1,-1
8,-1,497.00,10.00,101.00,77.00,1.00000,-1,-1,-1
9,-1,506.00,9.00,96.00,63.00,1.00000,-1,-1,-1
10,-1,516.00,8.00,91.00,49.00,1.00000,-1,-1,-1
11,-1,519.00,15.00,86.00,46.00,1.00000,-1,-1,-1
12,-1,522.00,22.00,82.00,44.00,1.00000,-1,-1,-1
13,-1,525.00,29.00,77.00,42.00,1.00000,-1,-1,-1
14,-1,528.00,36.00,73.00,40.00,1.00000,-1,-1,-1
15,-1,531.00,44.00,68.00,38.00,1.00000,-1,-1,-1
16,-1,534.00,51.00,64.00,36.00,1.00000,-1,-1,-1
17,-1,537.00,58.00,59.00,34.00,1.00000,-1,-1,-1
18,-1,540.00,65.00,55.00,32.00,1.00000,-1,-1,-1
19,-1,543.00,72.00,50.00,30.00,1.00000,-1,-1,-1
20,-1,547.00,80.00,46.00,28.00,1.00000,-1,-1,-1
21,-1,544.00,84.00,46.00,28.00,1.00000,-1,-1,-1
22,-1,542.00,89.00,46.00,28.00,1.00000,-1,-1,-1
23,-1,540.00,94.00,46.00,28.00,1.00000,-1,-1,-1
24,-1,538.00,99.00,46.00,28.00,1.00000,-1,-1,-1
25,-1,536.00,104.00,46.00,28.00,1.00000,-1,-1,-1
26,-1,533.00,108.00,46.00,28.00,1.00000,-1,-1,-1
27,-1,531.00,113.00,46.00,28.00,1.00000,-1,-1,-1
28,-1,529.00,118.00,46.00,28.00,1.00000,-1,-1,-1
29,-1,527.00,123.00,46.00,27.00,1.00000,-1,-1,-1
30,-1,525.00,128.00,46.00,28.00,1.00000,-1,-1,-1
31,-1,523.00,131.00,45.00,27.00,1.00000,-1,-1,-1
32,-1,521.00,134.00,44.00,27.00,1.00000,-1,-1,-1
33,-1,520.00,137.00,43.00,27.00,1.00000,-1,-1,-1
34,-1,518.00,140.00,42.00,26.00,1.00000,-1,-1,-1
35,-1,517.00,144.00,41.00,26.00,1.00000,-1,-1,-1
36,-1,515.00,147.00,40.00,26.00,1.00000,-1,-1,-1
37,-1,513.00,150.00,39.00,25.00,1.00000,-1,-1,-1
38,-1,512.00,153.00,38.00,25.00,1.00000,-1,-1,-1
39,-1,510.00,156.00,37.00,25.00,1.00000,-1,-1,-1
40,-1,509.00,160.00,36.00,25.00,1.00000,-1,-1,-1
41,-1,506.00,160.00,33.00,25.00,1.00000,-1,-1,-1
42,-1,504.00,161.00,31.00,25.00,1.00000,-1,-1,-1
43,-1,501.00,161.00,29.00,25.00,1.00000,-1,-1,-1
44,-1,499.00,162.00,27.00,25.00,1.00000,-1,-1,-1
45,-1,497.00,163.00,25.00,26.00,1.00000,-1,-1,-1
46,-1,494.00,163.00,22.00,26.00,1.00000,-1,-1,-1
47,-1,492.00,164.00,20.00,26.00,1.00000,-1,-1,-1
48,-1,489.00,164.00,18.00,26.00,1.00000,-1,-1,-1
49,-1,487.00,165.00,16.00,26.00,1.00000,-1,-1,-1
50,-1,485.00,166.00,14.00,27.00,1.00000,-1,-1,-1
51,-1,480.00,166.00,14.00,27.00,1.00000,-1,-1,-1
52,-1,475.00,167.00,15.00,28.00,1.00000,-1,-1,-1
53,-1,470.00,167.00,16.00,29.00,1.00000,-1,-1,-1
54,-1,465.00,168.00,17.00,30.00,1.00000,-1,-1,-1
55,-1,460.00,168.00,18.00,31.00,1.00000,-1,-1,-1
56,-1,455.00,169.00,18.00,32.00,1.00000,-1,-1,-1
57,-1,450.00,169.00,19.00,33.00,1.00000,-1,-1,-1
58,-1,445.00,170.00,20.00,34.00,1.00000,-1,-1,-1
59,-1,440.00,170.00,21.00,35.00,1.00000,-1,-1,-1
60,-1,435.00,171.00,22.00,36.00,1.00000,-1,-1,-1
61,-1,433.00,171.00,22.00,35.00,1.00000,-1,-1,-1
62,-1,431.00,172.00,22.00,35.00,1.00000,-1,-1,-1
63,-1,429.00,173.00,22.00,35.00,1.00000,-1,-1,-1
64,-1,428.00,174.00,22.00,35.00,1.00000,-1,-1,-1
65,-1,426.00,175.00,22.00,35.00,1.00000,-1,-1,-1
66,-1,424.00,175.00,22.00,35.00,1.00000,-1,-1,-1
67,-1,423.00,176.00,22.00,35.00,1.00000,-1,-1,-1
68,-1,421.00,177.00,22.00,35.00,1.00000,-1,-1,-1
69,-1,419.00,178.00,22.00,35.00,1.00000,-1,-1,-1
70,-1,418.00,179.00,23.00,35.00,1.00000,-1,-1,-1
71,-1,417.00,178.00,23.00,35.00,1.00000,-1,-1,-1
72,-1,416.00,178.00,23.00,35.00,1.00000,-1,-1,-1
73,-1,415.00,178.00,23.00,35.00,1.00000,-1,-1,-1
74,-1,414.00,178.00,23.00,35.00,1.00000,-1,-1,-1
75,-1,414.00,178.00,23.00,35.00,1.00000,-1,-1,-1
76,-1,413.00,178.00,23.00,35.00,1.00000,-1,-1,-1
77,-1,412.00,178.00,23.00,35.00,1.00000,-1,-1,-1
78,-1,411.00,178.00,23.00,35.00,1.00000,-1,-1,-1
79,-1,410.00,178.00,23.00,35.00,1.00000,-1,-1,-1
80,-1,410.00,178.00,24.00,35.00,1.00000,-1,-1,-1
81,-1,408.00,176.00,24.00,35.00,1.00000,-1,-1,-1
82,-1,407.00,175.00,24.00,35.00,1.00000,-1,-1,-1
83,-1,406.00,174.00,24.00,35.00,1.00000,-1,-1,-1
84,-1,405.00,173.00,24.00,35.00,1.00000,-1,-1,-1
85,-1,404.00,172.00,24.00,35.00,1.00000,-1,-1,-1
86,-1,403.00,171.00,24.00,35.00,1.00000,-1,-1,-1
87,-1,402.00,170.00,24.00,35.00,1.00000,-1,-1,-1
88,-1,401.00,169.00,24.00,35.00,1.00000,-1,-1,-1
89,-1,400.00,168.00,24.00,35.00,1.00000,-1,-1,-1
90,-1,399.00,167.00,25.00,35.00,1.00000,-1,-1,-1
91,-1,398.00,168.00,24.00,34.00,1.00000,-1,-1,-1
92,-1,397.00,170.00,24.00,33.00,1.00000,-1,-1,-1
93,-1,396.00,172.00,24.00,32.00,1.00000,-1,-1,-1
94,-1,395.00,174.00,24.00,31.00,1.00000,-1,-1,-1
95,-1,394.00,176.00,24.00,30.00,1.00000,-1,-1,-1
96,-1,393.00,178.00,24.00,29.00,1.00000,-1,-1,-1
97,-1,392.00,180.00,24.00,28.00,1.00000,-1,-1,-1
98,-1,391.00,182.00,24.00,27.00,1.00000,-1,-1,-1
